title,description,imUrl,price,brand,categories__1,categories__2,categories__3,categories__4,categories__5,categories__6
Minolta Vectis Weathermatic Zoom APS Camera,"Take Minolta's Vectis Weathermatic Zoom snorkeling, skin diving,  boating, or to the pool. This camera is completely watertight and durable.   Shock-resistant materials and a double-thick outer shell, front cover, and rear  cover make it ideal for outdoor use. It is also bright yellow, making it easy to  spot and retrieve if it falls overboard.The above- and underwater auto  focusing system features passive phase detection which determines its focus  based on subject contrast. Since there are no infrared beams to get lost in the  water, this type of auto focusing system can focus accurately underwater. The  Vectis Weathermatic also offers 26mm long eye relief that allows the user to  view the whole image an inch away from the viewfinder eyepiece. This is  especially useful if you are wearing goggles or eyeglasses.The Vectis  Weathermatic features all you've come to expect from an Advanced Photo System  camera: drop-in film loading, three print options, and date/time imprinting. It  also detects whether an exposed film cassette has been inserted into the camera,  preventing double exposure. The built-in flash features full auto, manual fill,  cancel, and night portrait modes, plus a selectable red-eye reduction lamp.",http://ecx.images-amazon.com/images/I/51HXJMRG6KL._SX300_.jpg,13.59,,Electronics,Camera & Photo,Film Photography,Film Cameras,APS Cameras,
Minolta Freedom Action Zoom 90 Date 35mm Camera,"Minolta's Freedom Action Zoom 90 date camera is a perfect companion for  vacations, day trips, family outings, or anywhere the action is. It is compact  and lightweight, so it's easy to carry in your pocket, purse, or backpack. The  versatile 2.4x zoom lens allows for a wide range of photographic subjects,  including landscapes, groups, snapshots, candids, and portraits. A zoom lever  makes it easy to adjust the zoom position while composing in the viewfinder.A  200-step infrared autofocus system keeps the main subject sharp under a wide  variety of shooting conditions. To compose a clear, focused shot, just frame  your picture, press the shutter-release button partway down to lock the focus,  and take the picture. The focus-hold option allows you to stay focused on a  subject while recomposing your picture.The Freedom Action Zoom 90 shoots in a  variety of lighting situations with several flash modes. In auto mode, you can  concentrate on your subject while the camera fires the flash when needed. If the main subject is backlit, fill flash may be selected to enhance lighting.  A flash-cancel button is provided for museum shots when a flash is not  permitted.Night portrait mode synchronizes the flash with a slow shutter so  you'll have enough light to capture shots in the evening with ambient light.   You can also set the autofocus system to infinity to ensure sharp photos of  distant subjects in a landscape. The built-in quartz data back imprints  the date or time on each photo and can be switched off when desired.",http://ecx.images-amazon.com/images/I/413GRSKAEXL._SX300_.jpg,13.59,,Electronics,Camera & Photo,Film Photography,Film Cameras,Point & Shoot Film Cameras,
PDA Panache Triple Function Stylus (Chrome),,http://ecx.images-amazon.com/images/I/31Y7A7AMXHL._SX300_.jpg,134.5,,Electronics,Computers & Accessories,"PDAs, Handhelds & Accessories",PDA & Handheld Accessories,Keyboards & Styluses,
GPX FRS200 2-Mile 14-Channel FRS Two-Way Radio,"The GPX FRS200 has more features than most radios in its class,  including support for 14 channels and 38 subcodes, a call button, a two-mile  range, and a backlit LCD. It's an easy-to-use FRS radio with a value price.The FRS200 was up and running as soon as we popped in the requisite four AAA  batteries. In our tests, the radio's sound quality was excellent. Its range was  comparable to that of most FRS radios we've tested--one mile under average  conditions, two miles under ideal conditions. Unfortunately, we ran into a few  snags when we tested some of the radio's more advanced features. The call  button, supposedly used to transmit a short call tone to others tuned to the  same channel, transmitted nothing but static. Another feature that emits a short  beep when the talk button is released (to let the others in your group know that  you've finished transmitting) was more annoying than useful. Also, the radio's  button layout is cumbersome. For example, the backlight button is integrated  with the push-to-talk button and is far too easy to press accidentally. Finally,  switching channels was more difficult than it should have been because the up  button is recessed.The FRS200 is a little thicker than an average FRS radio, but overall it's  compact and fits nicely in your hand. The construction of the FRS200 isn't as  good as that of the more expensive radios, nor is its overall design, but with  such a low price, these tradeoffs are expected. The radio supports all 14  channels assigned to FRS use, along with 38 subcodes per channel, so you  shouldn't have trouble finding an available frequency.Overall, if you can live with the FRS200's minor faults, we think you'll find it  a surprisingly good bargain.--T. Byrl BakerPros:Relatively inexpensiveMany features for the priceCons:Poor button layoutCall feature didn't work in our tests",http://ecx.images-amazon.com/images/I/3192WR93HBL._SY300_.jpg,134.5,,Electronics,Portable Audio & Video,CB & Two-Way Radios,Two-Way Radios,,
GPX AHP3700RS Rugged Sports Digital Tune AM/FM Stereo Headphone Radio,"The GPX AHP3700RS Rugged Sports Digital Tune AM/FM Stereo Headphone Radio is a great companion for all your outdoor activities. Large foam ear pads and the adjustable headband with a rear safety strap are designed to provide a comfortable fit. The Bass Boost Sound (BBS) delivers rich and powerful bass for your listening enjoyment. With the high-sensitivity FM safety reflector-tip antenna and 10 preset-station memory, your favorite radio stations are never far from reach. Other features include the PLL digital tuner with LCD display, station lock, and low-battery indicator. The GPX AHP3700RS Rugged Sports Digital Tune AM/FM Stereo Headphone Radio uses 2 AAA batteries.",http://ecx.images-amazon.com/images/I/41TDWPHZG5L._SX300_.jpg,38.95,,Electronics,Portable Audio & Video,Radios,Personal Radios,,
GPX C4030 Portable CD Player with FM/AM Radio,"The GPX C4030 portable CD player supports audio CDs, CD-R/RW discs, plus FM/AM radio. The FM/AM radio offers eighteen presets, making it easy to quickly find a favorite station. The CD player has various play modes including normal, repeat all songs, repeat one song and random. With a ten-second anti-shock system, is possible to use the player while walking or riding in a car. The six-digit LCD screen displays all pertinent information for both radio and CD operations. The player runs on two AA batteries. To help keep the user aware of remaining battery power, the player offers a low battery alert. Should you run out of batteries, simply hook up the included AC adaptor for an unlimited power supply. Along with the AC adaptor, the package also comes with digital headphones, making the player very versatile. With the bass boost system, sound quality is much-improved, helping to counter the bass-low characteristics of headphones. Other features include: hold, resume and intro scan.What's in the BoxGPX C4030 portable CD player, stereo headphones, AC adaptor and a user's manual.",http://ecx.images-amazon.com/images/I/41ZN5B16R8L._SX300_.jpg,134.5,,Electronics,Portable Audio & Video,Portable CD Players,,,
Apex AD-600A DVD Player,"The Apex AD-600A DVD player plays DVDs, audio CDs, and CDs recorded from MP3  music files. The player is PAL/NTSC-compatible and will play back DVD, CD, CD-R, and CD-RW sources.Audio capabilities include two-channel simulated  surround sound and an MTS decoder, which filters out unwanted noises and enables  the player to perform in stereo sound. Outputs for Dolby Digital 5.1 and DTS  decoders are included. When connected to a capable stereo receiver, the  Apex AD-600A will play any source in Dolby Digital 5-channel and DTS digital  surround sound.As a DVD/CD player, the Apex AD-600A features zoom control and  up to 8x rewind/fast-forward. V-chip technology lets concerned parents monitor  what their children watch. When it comes to MP3s, however, the Apex AD-600A  lacks fast-forward or rewind options, and only supports eight-character file  names. Shuffle play is supported in any mode.Component output jacks maximize  digital video source signals for full-color, high-resolution images. Standard  audio-video and composite jacks are included. The Karaoke feature and two  external microphone inputs let you belt out your favorite songs in front of an  audience or in the privacy of your home. The remote control operates all of the  Apex AD-600A's major functions. A one-year warranty covers parts and labor.",http://ecx.images-amazon.com/images/I/31Y1AS8WQTL._SX300_.jpg,134.5,,Electronics,Television & Video,DVD Players & Recorders,DVD Players,,
GPX FRS100 2-Mile 2-Channel FRS Two-Way Radio,"The GPX FRS100 Rugged Sports Family Radio Service has two channels, and is designed for outdoor use at a value price. The rubber grips ensure both comfort and a firm grip. Powered by three AA batteries, the Rugged Sports Family Radio Service has a range of 2 miles. The automatic squelch control helps eliminate noise between transmissions. It also features electronic volume control, a low-battery indicator, a monitor switch, and a removable belt clip. The input jacks make it easy for you to connect the radio to an earphone or microphone.",http://ecx.images-amazon.com/images/I/31RJRTSVWKL._SY300_.jpg,134.5,,Electronics,Portable Audio & Video,CB & Two-Way Radios,Two-Way Radios,,
Cobra MicroTalk FRS220-2 2-Mile 14-Channel FRS Two-Way Radio (Pair) (Charcoal),"Cobra's FRS 220-2 is a family radio service (FRS) walkie-talkie. The  external slide switch allows you to talk on all of the 14 available FRS bands,  and it includes 38 sub-bands per channel. And with 500 milliwatts of output  power, the Cobra FRS 220-2 transmits as well as higher-end models. With a two- mile range, this walkie-talkie is well suited for most family outings.An  audible incoming-call alert lets one unit ring another to initiate a  conversation, and the talk-confirmation tone indicates the completion of your  transmission and signals others that it's clear to talk. The electronic memory  remembers the last channel used, while the key lock, when activated, prevents  accidental channel change. Other convenient features include a water-resistant  body, a backlit LCD display, a monitor function, a headphone/speaker jack, a  belt clip (which doubles as a desk stand), and a low-battery indicator.The  Cobra FRS 220-2 is powered by four AAA batteries (not included) or an optional  NiMH rechargeable battery (not included). Charge pads allow a trickle charge of  the NiMH battery pack by placing the radio in a charger (not included). You can  expect 20 to 25 hours of operation with either battery type.Cobra offers a  two-year warranty on parts and labor.",http://ecx.images-amazon.com/images/I/41MGHMWZ6GL._SY300_.jpg,134.5,,Electronics,Portable Audio & Video,CB & Two-Way Radios,Two-Way Radios,,
Cobra MicroTalk FRS305 2-Mile 14-Channel FRS Water-Resistant Two-Way Radio (Winter Moss),"The last thing you want to hear on a hunting trip or a hiking trail is a beeping radio. Yet you still want to stay in contact for company or in case of emergency. The Cobra FRS 305 microTALK radio solves this problem with its innovative vibrating alert for incoming calls. Instead of a tone, you receive a silent notice that someone is trying to reach you.The vibrating alert is only one of the Cobra FRS 305 microTALK's handy features that make this two-way radio a must-have for active, outdoorsy types and busy families. This radio is made for outdoor use with a waterproof casing in winter moss for a stylish silver finish.With Family Radio Service (FRS), you can give each family member a radio and not have to worry about cell phone coverage or expensive roaming charges. Reach anyone instantly with the touch of a button or make announcements to everyone in your group at the same time.What is Family Radio Service? In 1996, the Federal Communications Commission (FCC) set aside one part of the FM radio frequency spectrum for use by small groups at short ranges. Use of this UHF range--from 462.5625 to 467.7125 MHz--is free and doesn't require an FCC license. (GMRS, or General Mobile Radio Service, does require an FCC license.)Cobra's microTALK radios come with features that make using FRS simple and enjoyable. The Cobra FRS 305 features an automatic squelch that prevents the radio from activating until a voice signal is received. With squelch, you won't hear random popping and hissing from other electronic devices or atmospheric signals.This radio comes with all 14 available FRS channels plus 38 CTCSS subchannels, or privacy codes, per channel. CTCSS codes are actually tones that ""code"" and ""decode"" a signal, allowing the people in your group to transmit on the same channel without having to listen to other radio traffic on the same channel. Note that these privacy codes won't keep others from listening to you--FRS users without a CTCSS code-enabled radio can still hear your transmissions. (For more about privacy codes, see ourTwo-Way Radio Buying Guide.)The channel scan feature allows you to search available frequencies for a clear channel and monitor activity from other transmitting radios. The keypad lock prevents accidental pressing of buttons, and the call key lets you signal anyone in your party with a distinctive tone.Serious outdoor lovers considering an investment in Family Radio Service should consider the features, power, and versatility of the Cobra FRS 305.",http://ecx.images-amazon.com/images/I/31AXDZZ36DL._SY300_.jpg,134.5,,Electronics,Portable Audio & Video,CB & Two-Way Radios,Two-Way Radios,,
GPX C3943CT Personal CD Player with 40-Second Anti-Skip Protection (Translucent Purple),"The GPX C3943CT personal CD player supports audio CDs, plus CD-R/RW discs. With a generous forty-second anti-shock system, plus the AROS anti-rolling system, it is possible to use the player while running, biking or riding in a car. The six-digit LCD screen displays all pertinent information. The digital headphones include an in-line volume control making it possible to change the volume while sitting across the room or bed. The twenty-two track programmable CD memory provides the option of creating an individual play list. With the bass boost system, sound quality is much-improved, helping to counter the bass-low characteristics of headphones. GPX has included an AC adaptor in the kit, providing an alternative to battery power. Other features include: hold, resume, intro scan, repeat and random. The color is a stylish and modern translucent purple.What's in the BoxGPX C3943CT portable CD player, stereo headphones, AC/DC adaptor and a user's manual.",http://ecx.images-amazon.com/images/I/51AVM4F4G6L._SX300_.jpg,134.5,,Electronics,Portable Audio & Video,Portable CD Players,,,
Cobra HH 38 WX ST 4-Mile 40-Channel CB Radio,"Check the weather and communicate with friends and family during outdoor  activities with Cobra's HH 38 WX ST handheld CB radio. Its SoundTracker  technology cuts noise up to 90 percent so you'll be able to hear up to four  miles away. With 40 CB channels, you can scan for full coverage of over 30  million other CB radios. A high/low power switch reduces power consumption by up  to 75 percent to extend battery life while you are on the road. This model  includes a DC power cord that plugs into your vehicle's cigarette lighter to  save power.",http://ecx.images-amazon.com/images/I/41SLqzVv9KL._SY300_.jpg,71.04,Cobra,Electronics,Portable Audio & Video,CB & Two-Way Radios,CB Radios & Scanners,Handheld CB Radios,
Cobra MicroTalk FRS1102 2-Mile 14-Channel FRS Two-Way Radio (Pair) (Midnight Frost),"Cobra's FRS110 Micro Talk two-way radio uses maximum power to deliver  clear reception up to a two-mile range (terrain variable). Its 14 channels  operate over family-radio-service-band frequencies that don't require fees. This  model's illuminated LCD display aids usage in low- or no-light settings. Push  buttons confirm activation with a tone signal, while a one-touch monitor button  extends reception range. Its auto-recall feature remembers the last channel used  so you don't have to. It also audibly alerts you to incoming calls and to the  end of a transmission. Made of rugged plastic for active use, the FRS100 Micro  Talk is a lightweight, palm-size unit with a flexible antenna that withstands  breakage. A built-in speaker and microphone jack enables hands-free use  (accessories not included), and a holster-style belt clip doubles as a stand.  The unit is designed for use in the U.S. and Canada only and comes with a two- year warranty.",http://ecx.images-amazon.com/images/I/41A27JY71PL._SX300_.jpg,134.5,,Electronics,Portable Audio & Video,CB & Two-Way Radios,Two-Way Radios,,
Cobra MicroTalk FRS115 2-Mile 14-Channel FRS Two-Way Radio (Frosty Maraschino),"You'd be hard-pressed to find an FRS radio that packs as many features into such a compact and attractive package as Cobra's FRS115 Microtalk. In addition to having a multitude of advanced communications features, the Microtalk is the only radio in Cobra's line capable of picking up AM and FM signals. This allows you to listen to stereo broadcasts via headphones attached to the integrated headphone jack. Incoming FRS broadcasts temporarily disrupted the AM or FM reception, which enabled us to listen to our favorite tunes and talk radio programs without missing an important transmission from a member of our group.The product's design is as sensible as it is colorful, incorporating a flexible rubber antenna instead of hard plastic. The unit's many buttons are easily accessible yet difficult to push by accident, and there's a channel-lock feature that comes in handy when inquisitive kids (or clumsy friends) are entrusted with the radio.A call button can be pushed to make other FRS radios tuned to your frequency ""ring,"" alerting others in your party that you are about to make a transmission. There are independent buttons for adjusting the unit's volume and selecting channels, along with a microphone jack that can be used with a separately available headset to allow for true hands-free operation.The Microtalk did a great job in our tests, with a range comparable to that of other FRS units and decent audio quality from the built-in speaker. We ditched the included headphones, as their hard plastic design made them uncomfortable, and used a pair of compact earbuds instead. We expected AM and FM reception to be limited, but it was pulling in signals in a basement office that even standalone portable radios we've tested couldn't tune. A handy seek feature simplifies tuning, and memory presets keep our favorite stations within easy reach.If the included headphones were only better, this would be a near-perfect FRS radio. But even with that slight oversight, the Microtalk is a true standout in a crowded market.--Tracy BakerPros:Good range for picking up FRS transmissionsGreat AM/FM radio receptionCons:Included headphones are uncomfortable",http://ecx.images-amazon.com/images/I/316C55XBR0L._SY300_.jpg,35,,Electronics,Portable Audio & Video,CB & Two-Way Radios,Two-Way Radios,,
Cobra MicroTalk FRS220  2-Mile 14-Channel FRS Two-Way Radio (Charcoal),"Affordably priced and easy to use, Family Radio Service (FRS) two-way radios like the Cobra FRS 220 microTALK will give you peace of mind on your next hiking adventure, amusement park excursion, or trip to the mall. With an FRS radio, you can give each family member a radio and not have to worry about cell phone coverage or expensive roaming charges. Reach anyone instantly without dialing or make announcements to everyone in your group at the same time.What is Family Radio Service (FRS)? In 1996, the Federal Communications Commission (FCC) set aside one part of the FM radio frequency spectrum for use by small groups at short ranges. Use of this UHF range--from 462.5625 to 467.7125 MHz--is free and doesn't require an FCC license. (GMRS, or General Mobile Radio Service, does require an FCC license.)When using an FRS radio, expect reception to be affected by the terrain--thick woods, buildings, and electrical sources will cut your range. However if you're transmitting to another radio from a mountaintop or other high point, you could reach someone up to two miles away.Cobra's microTALK radios come with features that make using FRS simple and enjoyable. The Cobra FRS 220 microTALK features an automatic squelch that prevents the radio from activating until a voice signal is received. With squelch, you won't hear random popping and hissing from other electronic devices or atmospheric signals. The keypad lock prevents accidental pressing of buttons, and the call key allows you to signal anyone in your party with a distinctive tone.This radio comes with all 14 available FRS channels plus 38 CTCSS subchannels, or ""privacy codes,"" per channel. CTCSS codes are actually tones that ""code"" and ""decode"" a signal, allowing the people in your group to transmit on the same channel without having to listen to other radio traffic on the same channel. Note that these privacy codes won't keep others from listening to you--FRS users without a CTCSS code-enabled radio will still hear your transmissions. (For more about privacy codes, see ourTwo-Way Radio Buying Guide.)Families looking for affordable and dependable communication should consider the power and versatility of the Cobra FRS 220 microTALK.",http://ecx.images-amazon.com/images/I/31S7FZ9C4QL._SY300_.jpg,29.62,,Electronics,Portable Audio & Video,CB & Two-Way Radios,Two-Way Radios,,
Cobra MicroTalk FRS310WX 2-Mile 14-Channel FRS Water-Resistant Two-Way Radio (Platinum Mist),"Cobra's FRS310WX is a Family Radio Service (FRS) two-way radio with  top-of-the-line features like 10 NOAA weather channels, vibrating alert mode, and  water-resistant construction for outdoor use. This radio comes with all 14  available FRS channels, plus 38 CTCSS privacy codes per channel, thus providing  532 subchannel options. With 500 milliwatts of output power, the Cobra FRS310WX  has a range of up to two miles.An audible incoming-call alert lets one unit ring another to initiate a  conversation, and the talk-confirmation tone indicates the completion of your  transmission and signals others that it's clear to talk. The electronic memory  remembers the last channel used, while the key lock, when activated, prevents  accidental channel change. Other convenient features include a backlit LCD  screen, a monitor function, and a headphone/speaker jack.The Cobra FRS310WX is powered by four AAA batteries (not included) or an  optional NiMH rechargeable battery (not included). Charge pads allow a trickle  charge of the NiMH battery pack by placing the radio in a charger (not  included). You can expect 20 to 25 hours of operation with either battery type.Cobra offers a two-year warranty on parts and labor for this radio.",http://ecx.images-amazon.com/images/I/41HG3V91KFL._SY300_.jpg,134.5,,Electronics,Portable Audio & Video,CB & Two-Way Radios,Two-Way Radios,,
GPX C998RS Rugged Sports CD/AM/FM/Cassette Boombox,"The GPX C998RS boombox is made with durable plastic, providing a rugged  design. It delivers an enhanced bass sound with its built-in 5-watt Super  Woofer. With two 2.5-watt stereo speakers, this boombox delivers a full 10 watts  of speaker power.The C998RS also features a single-disc CD player with 16 programmable tracks and  repeat, skip/search, and random playback modes. The cassette player comes with  auto stop and a smooth-eject system. You can record directly from either the CD  or AM/FM tuner. The stereo tuner has a built-in AM ferrite-rod antenna as well  as an external telescopic FM antenna.A built-in headphone jack enables private listening (headphones not included).  Supplied accessories include a shoulder strap for easy carrying and an AC line  cord. This boombox also runs on 10 D batteries (not included). GPX offers a  limited 90-day warranty.",http://ecx.images-amazon.com/images/I/41A42K2BXCL._SX300_.jpg,134.5,,Electronics,Portable Audio & Video,Boomboxes,,,
Cobra FA-CR Desktop Charger for NiMH FRS Radio Batteries,"Cobra's FA-CR desktop NiMH battery charger is designed for use with Cobra FRS 100, FRS 115, FRS 135, FRS 220, FRS 250, FRS 300, FRS 305, and FRS 310 two-way radios. The unit charges two batteries simultaneously, and you can charge them either attached to or detached from their associated radios. A replacement for model FA-CH, the FA-CR is also compatible with Cobra's FA-BP stand-alone NiMH battery pack.",http://ecx.images-amazon.com/images/I/312EY809CBL._SX300_.jpg,29.62,,Electronics,Portable Audio & Video,CB & Two-Way Radios,Accessories,Battery Chargers,
Handspring Visor USB HotSync Cradle (Graphite),"With this additional cradle, you can keep both your home and office  computers synchronized with your Handspring. The HotSync features a simple plug- and-play connection.",http://ecx.images-amazon.com/images/I/41HBCET0P2L._SX300_.jpg,35,,Electronics,Computers & Accessories,"PDAs, Handhelds & Accessories",PDA & Handheld Accessories,Cables & Cradles,
Targus PA800U Stowaway Portable Keyboard for Handspring Visor,"The Targus Stowaway portable keyboard for Handspring Visor enables you to quickly and comfortably enter text into your handheld without having to carry around a full-size desktop keyboard. The Stowaway keyboard is a full-size keyboard when open but folds instantly to about the size of your Visor. This portable keyboard has the same key spacing as a standard desktop keyboard so it's comfortable to use. Plus, at only 7.9 ounces it won't weigh you down.This Stowaway keyboard is compatible with Handspring Visor handhelds running Palm OS v3.1 or later, including Visor Pro, Neo, Prism, Deluxe, and Platinum. It is not compatible with Handspring Visor Edge handhelds or the Handspring Treo series. (See the Stowaway portable keyboard model forVisor Edge.)Installation of the Keyboard application onto your Handspring Visor is easily accomplished during a typical HotSync. (To prepare the app for HotSync, simply add it to Install Tool on Windows, or Install Handheld Files in the Mac HotSync Manager.) Because the keyboard only needs power while it is actually being used, the effect on the overall battery life of your Visor will be minimal.To operate the keyboard with your handheld, click the Stowaway keyboard open from its folded position, lay it flat, and slide the keyboard parts together (it's separated into thirds for folding). Then, simply attach your handheld and start typing in a text-based program.You can do virtually all your work without taking your fingers off the keyboard with the Stowaway. The four custom keys on the right side of the keyboard (Date Book, Address, To Do List, and Memo Pad) are preprogrammed shortcut keys to activate certain applications, but they can be customized with the Keyboard application.Placing the keyboard on a firm, flat surface offers the best results, because of the folding design. However, you can use it on your lap as long as the keyboard is supported by a magazine or book across its open expanse.--Agen G.N. Schmitz",http://ecx.images-amazon.com/images/I/41Z88W3QPDL._SX300_.jpg,44.95,,Electronics,Computers & Accessories,"PDAs, Handhelds & Accessories",PDA & Handheld Accessories,Keyboards & Styluses,
"Minolta XTsi 35mm SLR Camera w/ 28-80mm &amp; 75-300mm Lenses, Silver","The Minolta Maxxum XTsi combines all the control of traditional manual  SLR cameras with automatic functions for flexibility and creative control. It  has a precise, three-point crosscut auto focusing system that is able to track a  subject quickly and efficiently. The camera then constructs a sophisticated 14-  segment metering pattern around the subject and makes slight adjustments to set  the correct exposure.With a unique eye-start operation, the Maxxum XTsi  provides an instant response to any situation. When the camera is brought to the  eye, the autofocus and auto exposure systems are activated automatically,  without having to touch the shutter-release button. You can also select several  preset shooting modes, including portrait, landscape, close-up, sports/action,  and night portrait mode. In aperture priority mode, the camera's system will  automatically select the correct shutter speed when you choose an aperture. In  shutter priority mode, you can select any shutter speed and the XTsi will set  the best lens aperture. However, if you prefer, the Maxxum XTsi is also manually  adjustable. This is ideal in unusual shooting conditions.The built-in flash  provides coverage to 28mm, with synch speeds up to 1/125 seconds. It features a  red-eye-reduction preflash and can be used in all exposure modes. With  continuous film advance, you can shoot up to two frames per second so you'll  catch all the action. You have a choice of regularly framed shots or panorama  format pictures. This model includes two zoom lenses to give you ultimate  flexibility in composition.",http://ecx.images-amazon.com/images/I/414DB33HFZL._SX300_.jpg,134.5,,Electronics,Camera & Photo,Film Photography,Film Cameras,SLR Cameras,
Cobra ESD-9200 CS Radar Detector,"The road is full of SUVs and distracted drivers, but Cobra's 9200 radar detector is designed with 360-degree LaserEye radar/laser protection to optimize your awareness of the driving conditions, and minimize your risk of accidents and traffic violations. Using nine-band radar/laser detection, the Cobra 9200 reveals X, K, superwide KA, safety alert, strobe alert, SWS, VG-2, and laser signals. Ten different sounds and six visual alerts direct your attention to special situations. Plus, the strobe alert works in tandem with oncoming emergency vehicles to provide you with an advanced warning of their presence.Distinct band identification letters are displayed to provide easy observation of warning signals. The detector features further your protection with signal strength monitors, indicating your relative proximity to the broadcasting unit. Operation is controlled by an on/off/volume dial and three ergonomic buttons, mounted on top, that control automatic and manual muting, dimming, and switching between city/highway modes. When emergency vehicles are equipped with similar alert systems, you garner advance alert of their approach and proximity.The Cobra 9200 is designed for dashboard or windshield mounting and comes with all the necessary fasteners. Cobra also provides a one-year warranty on parts and labor.",http://ecx.images-amazon.com/images/I/413PMJRZ04L._SY300_.jpg,96.91,,Electronics,Car & Vehicle Electronics,Vehicle Electronics Accessories,Radar Detectors,,
Handspring Visor USB HotSync Cable,,http://ecx.images-amazon.com/images/I/41Y68P2W5NL._SY300_.jpg,134.5,,Electronics,Computers & Accessories,"PDAs, Handhelds & Accessories",PDA & Handheld Accessories,Cables & Cradles,
Handspring Visor USB HotSync Cradle (Ice),"Cool as ice. With this additional cradle, you can keep both your home  and office computers synchronized with your Handspring. The HotSync features a  simple plug-and-play connection.",http://ecx.images-amazon.com/images/I/31XSZ1HP6EL._SX300_.jpg,134.5,,Electronics,Computers & Accessories,"PDAs, Handhelds & Accessories",PDA & Handheld Accessories,Cables & Cradles,
Minolta Maxxum XTsi 35mm Auto Focus SLR Camera with 28-80mm Silver Zoom Lens,"The ultra-compact and lightweight Maxxum XTsi raises the level of performance for autofocus SLR cameras in its class. A newly-developed, more precise autofocusing system, 14-segment metering, unique ""eye start"" operation, and the addition of other high-performance features makes the XTsi an ideal choice for hobbyist and amateur photographers. Plus, an enhanced cosmetic appearance with a silver metallic finish and leather-like grip coverings adds head-turning good looks.",http://ecx.images-amazon.com/images/I/51ECB700B9L._SX300_.jpg,134.5,,Electronics,Camera & Photo,Film Photography,Film Cameras,SLR Cameras,
Cobra ESD-9000 CS Radar Detector,"The road is full of SUVs and distracted drivers, but Cobra's 9000 radar detector is designed to optimize your awareness of the driving conditions and minimize your risk of accidents and traffic violations. Using nine-band radar/laser detection, the Cobra 9000 reveals X, K, superwide KA, safety alert, strobe alert, SWS, VG-2, and laser signals. Eight sound and four visual alerts direct your attention to special situations. Plus, the strobe alert works in tandem with oncoming emergency vehicles to provide you with an advanced warning of their presence.Distinct band identification letters are displayed to provide easy observation of warning signals. The detector features further your protection with signal strength monitors, indicating your relative proximity to the broadcasting unit. Operation is controlled by an on/off/volume dial and three ergonomic buttons, mounted on top, that control automatic and manual muting, dimming, and switching between city/highway modes. When emergency vehicles are equipped with similar alert systems, you garner advanced alert of their approach and proximity.The Cobra 9000 is designed for dashboard or windshield mounting and comes with all the necessary fasteners. Cobra also provides a one-year warranty on parts and labor.",http://ecx.images-amazon.com/images/I/516E0MGC1PL._SY300_.jpg,44.89,,Electronics,Car & Vehicle Electronics,Vehicle Electronics Accessories,Radar Detectors,,
Handspring Visor Pen Stylus,"This nifty supplemental stylus, made for the Handspring Visor, is  designed with multitasking in mind. You can input data into your Visor, then jot  down a note on regular paper with the same tool.",http://ecx.images-amazon.com/images/I/31A0PGEA52L._SY300_.jpg,134.5,,Electronics,Computers & Accessories,"PDAs, Handhelds & Accessories",PDA & Handheld Accessories,Keyboards & Styluses,
InnoGear MiniJam 32MB Plus MP3 Player Springboard Module (Graphite) (Now with an extra 32MB),"Instantly transform your Handspring Visor into an MP3 player with the MiniJam Springboard module from InnoGear. Just drag-and-drop MP3 files from your desktop to the MiniJam using the included transfer program, then listen to CD-quality sound on your Visor--and you can even read e-books and view images.The MiniJam is compatible with the Springboard external expansion slot from Handspring, which provides for fast, easy, plug-and-play installation of the MiniJam to the Visor. No software drivers or special adapters are needed.Using the included 64 MB MultiMediaCard, you can store about 30 minutes of MP3 audio. The MiniJam comes with two MMC slots, allowing you to store up to 128 MB (using two 64 MB MMCs). It is compatible with both PC (Windows 98 or 2000) and Mac (Mac OS 9.0 or later) systems that support a USB connection. Transfer files from your desktop to your Visor with the easy-to-use MJLoader application.The MiniJam comes preloaded with several multimedia applications. The MiniJukeBox MP3 player enables you to control all functions--such as play/pause, fast-forward/reverse, volume, playlist, and equalization--by tapping the Visor's screen. You can also access these functions via buttons on the top of the MiniJam module. Additionally, the MusicMatch Jukebox desktop application is included along with an upgrade code to MusicMatch Plus (a $19.95 value).You can use the included Peanut Reader to store and read e-books, newspapers, and magazines, which can be downloaded from Peanutpress.com (most books use only a few hundred kilobytes). You can also transfer photos and images to view on your Visor using AlbumToGo from Club Photo. Images can be viewed individually or in a slide show format, and you can easily add notes and descriptions to images and beam files to other Palm OS handhelds.",http://ecx.images-amazon.com/images/I/41PQ8Y7QHYL._SX300_.jpg,134.5,,Electronics,Portable Audio & Video,MP3 Players & Accessories,MP3 Players,,
Kenwood TK-3101 5-Mile 15-Channel FRS/GMRS Two-Way Radio,"The Kenwood TK-3101 2-way offers fifteen channels and a thirty-eight sub- channels. With two watts of power, the radio gives you nearly a five mile range. The  sealed heavy-duty SMA antenna connector and high-gain durable antenna provide  excellent durability. The rugged aluminum die-cast chassis protects the radio from rough  wear. In fact, the radio meets military standards for vibration, shock, humidity, dust, and  light rain. The radio includes an 8-hour battery pack, desktop charger and belt clip.  Remember that you'll need a FCC license to operate this powerful 2-way.What's in the BoxOne TK-3101 radio, rechargeable battery pack, desktop charger and belt clip.",http://ecx.images-amazon.com/images/I/311HSWVA0EL._SY300_.jpg,97.06,,Electronics,Portable Audio & Video,CB & Two-Way Radios,Two-Way Radios,,
