title,description,imUrl,price,brand,categories__1,categories__2,categories__3,categories__4,categories__5,categories__6
Jack Spade Waxwear Cover for NOOK Reader (Chocolate),"This Cover is 8 1/4 Tall by 5 3/4 by 1 inch Thick. Excellent For PaperBack Books. This Item is Brand New, Not Like New as Indicated, Sealed in Bag Never Opened.",http://ecx.images-amazon.com/images/I/41rnQFZfgML._SY300_.jpg,,,Electronics,eBook Readers & Accessories,Covers,,,
Lyra Light Front Cover,"For those who still love to read after dark, our signature front cover, featuring built-in LED illumination, is the ideal accessory. The highly engineered slim profile provides protection for your front screen, and the exposed back allows the perfect ergonomic grip while reading. The front cover includes an inner clip mechanism that secures your nook in place, allowing unencumbered access to all device features and ports. Fully adjustable arm positions of the light hold it in place while you enjoy your favorite digital download.",http://ecx.images-amazon.com/images/I/31U0t54SF3L._SY300_.jpg,18.98,,Electronics,eBook Readers & Accessories,Reading Lights,,,
Envelope Nook Cover,"Snap Open Very Compact Nook Cover. Very Firm, And Solidly Put Together. This Item is NEW, Never Used, I Could Not List it as New There WAS No Option.",http://ecx.images-amazon.com/images/I/31uFfVAQJbL._SX300_.jpg,,,Electronics,eBook Readers & Accessories,Covers,,,
Barnes &amp; Noble 5010490303 Lautner e-Reader Cover,"The Barnes &amp;amp; Noble 5010490303 Lautner e-Reader Cover for Nook Simple Touch harnesses a pink coloration and sleek-styling, Italian synthetic leather cover to express your stylish taste with your friends. Your device is secure and cushioned inside the cover as it comes with a tab closure with hidden magnet, interior bar-clip holder, and fully-lined, white-sueded material. Enjoy convenient access to your NOOK e-Reader's power button through the smart, embossed ""n"" logo on the back cover.",http://ecx.images-amazon.com/images/I/41tuPd71OuL._SY300_.jpg,12.99,Barnes &amp; Noble,Electronics,eBook Readers & Accessories,Covers,,,
Hutton Envelope in Bark,"Hutton Envelope evokes classical elegance. Made from pigment-dyed leather, its custom fit cradles and protects your nook while securing it with a hidden magnetic closure stamped with a signature logo. The detail stitching, nylon compartment lining, and synthetic suede flap lining enhance the stylish practicality of this case.",http://ecx.images-amazon.com/images/I/41lu3FbzkPL._SY300_.jpg,30,,Electronics,eBook Readers & Accessories,Covers,,,
Canvas Bella Library Cover,"Fun and functional, the Library nook Cover from kate spade new york features a colorful library-inspired illustration by Bella Foster and helps to protect your nook in a lightly padded canvas case. The stylish ticking stripe interior ensures cushioned comfort, while the jacket utilizes a molded bottom and elastic strap mounting system to hold your nook firmly in place. Even while closed, you'll find access to all ports so you never need to remove your reader when charging.",http://ecx.images-amazon.com/images/I/51KIcvT0xQL._SY300_.jpg,,,Electronics,eBook Readers & Accessories,Covers,,,
"Kate Spade NOOK Color Cover Case / NOOK Tablet Cover Case Leather Cover, Fits 7-inch NOOK Tablet and NOOK Color Reader","This leather cover has been designed by Kate Spade expressly for the NOOK Color/NOOK Tablet. There is a handy 3-point clip mechanism designed to secure your NOOK Color or NOOK Tablet while making it easy to access the ports and controls. The distinctive Kate Spade license plate is anchored to the cover. For 7-inch NOOK Color/NOOK Tablet only, not compatible with Nook 6-inch e-Ink Reader (1st Generation), not compatible with Nook Simple Touch 6-inch e-Ink Reader. Not compatible with Amazon Kindle or Kindle Fire or any other e-Readers or tablets.",http://ecx.images-amazon.com/images/I/51oRFh45PDL._SY300_.jpg,,,Electronics,Computers & Accessories,Touch Screen Tablet Accessories,Cases & Sleeves,Cases,
Nook 2nd Edition Industriell Cover - Carbon,"The Industriell cover is a classic design that combines functionality with visual appeal. The exterior is made of smooth industrial polyurethane, accented by a self-embossed ""nook"" logo. The interior is lined in a durable charcoal sueded material, enlivened by a laser-cut ""n"" logo that's backed by a sky blue ribbon detail. The ribbon extends just below the bottom of the front cover, giving the case a subtle splash of color when it's closed. Practicality is served with a bar-clip mechanism engineered to keep your NOOK secure while allowing easy access to the charging port and control buttons. A self-embossed ""n"" logo on the back cover adds a finishing touch to this superior accessory. Our covers have a power button activator built into the construction, so you can activate your device without removing the cover. To power your device on or off, simply push the ""n"" logo on the back of the cover.",http://ecx.images-amazon.com/images/I/31KO%2BAKTuFL._SY300_.jpg,5.45,,Electronics,eBook Readers & Accessories,Covers,,,
Red Waxwear,"Jack Spade created this cover exclusively for Barnes & Noble, combining style and function in a classic book jacket design. The exterior, constructed of water-resistant canvas in a deep burgundy shade with a contrasting black spine, will not only last for years but improve with age. Inside, you'll find a lining of gray cotton shirting material with a crisp graph-check pattern, two large storage pockets trimmed in black leather, and a cotton gusset in the same shade as the cover. A sturdy leather-wrapped cup supports your NOOK while giving full access to the ports, and strong elastic bands slip over the top corners. A jacquard logo label on the front cover puts the distinctive Jack Spade signature on this superb product.",http://ecx.images-amazon.com/images/I/41UTIAblzAL._SY300_.jpg,,,Electronics,eBook Readers & Accessories,Covers,,,
Barnes &amp; Noble Lyra Light Front Cover for Barnes &amp; Noble NOOK eR,Protect your NOOK eReader with this cover that features an inner clip for securing your device in place while allowing access to controls and ports. The fully adjustable arm allows you to customize the built-in LED's position.,http://ecx.images-amazon.com/images/I/11Xf-QHthBL.jpg,,,Electronics,eBook Readers & Accessories,Covers,,,
"Kate Spade NOOK Color Cover Case / NOOK Tablet Cover Case Encore Cover, Fits 7-inch NOOK Tablet and NOOK Color Reader","Slim and sophisticated, this cover has been designed by Kate Spade expressly for the NOOK Tablet and NOOK Color Reader. The durable nylon used for the shell and lining has a soft hand and a subtle texture, and the interior features a jacquard Kate Spade logo motif. A convenient slide pocket, trimmed in leather, is perfect for cards and papers. There is a handy 3-point clip mechanism designed to secure your NOOK Color or NOOK Tablet while making it easy to access the ports and controls, and a small recess has been engineered into the back panel to enhance the sound of the speaker of your NOOK Tablet/NOOK Color. The distinctive Kate Spade license plate, made of patent leather with debossed lettering, is anchored to the cover with white gold grommets. For 7-inch NOOK Color/NOOK Tablet only, not compatible with Nook 6-inch e-Ink Reader (1st Generation), not compatible with Nook Simple Touch 6-inch e-Ink Reader. Not compatible with Amazon Kindle or Kindle Fire or any other e-Readers or tablets.",http://ecx.images-amazon.com/images/I/41vDyl679UL._SY300_.jpg,8.98,,Electronics,Computers & Accessories,Touch Screen Tablet Accessories,Cases & Sleeves,Cases,
Sonas Earphones in Asphalt,"To get maximum enjoyment from your NOOK's headphone output, we recommend these high-quality earphones, designed specifically for Banes & Noble by JAYS of Sweden. The earphones come with 5 pairs of removable tips that are angled for comfort and sized from XXS to L to custom-fit your ears. Employing 8.6mm dynamic drivers, they deliver full, extended bass, a lush midrange, and clear, silky highs. As an added bonus, the earphones reduce ambient noise by as much as 40 dB. The coated, flat rubber cable is 45 inches long, tangle free (thanks to its unique design), and terminated in a gold-plated 3.5mm stereo plug.",http://ecx.images-amazon.com/images/I/41krbXphSnL._SX300_.jpg,,,Electronics,eBook Readers & Accessories,Power Adapters,,,
Barnes &amp; Noble Nook NK01110018 Lyra e-Reader Light,"The Barnes &amp;amp; Noble NK01110018 Lyra e-Reader Light for NOOK Simple Touch comes with a padded grip that allows you to clip your eBook and enjoy reading with its e-Reader light. You can also adjust its steel goose-neck to your preferred angle, enhancing your reading comfort. It also comes with two CR2032 batteries that enables up to 20hours of operations. Get the Barnes &amp;amp; Noble NK01110018 Lyra e-Reader Light for NOOK Simple Touch for comfortable electronic reading even in darkness.",http://ecx.images-amazon.com/images/I/21KEqsk%2BPuL.jpg,18.98,Barnes &amp; Noble,Electronics,eBook Readers & Accessories,Reading Lights,,,
Barnes &amp; Noble 9BN50146 Oliver e-Reader Cover,"The Barnes &amp;amp; Noble 9BN50146 Oliver e-Reader Cover for Nook Simple Touch balances reliable protection and fashionable style for your e-Reader as it comes with a durable synthetic leather exterior and a soft suede interior lining. The tablet cover's bar-clip mechanism ensures security for your e-Reader to avoid slipping, as well as allow access with the ports and buttons. Manage to turn off the power of your device via the convenient power on/off button.",http://ecx.images-amazon.com/images/I/314A39CwWXL._SY300_.jpg,13.95,Barnes &amp; Noble,Electronics,eBook Readers & Accessories,Covers,,,
Lyra Light in Black for Nook 2nd Edition,"To get maximum enjoyment from your NOOK in reduced-light settings, the versatile Lyra Light will prove invaluable. It clips to the top of your NOOK device and/or protective cover with a padded grip, providing crisp LED illumination for your screen. The sturdy steel goose-neck allows you to position the light to the best advantage.",http://ecx.images-amazon.com/images/I/41WOlsktBNL._SY300_.jpg,12,,Electronics,eBook Readers & Accessories,Reading Lights,,,
Nookcolor Power Kit in Asphalt,,http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm._CB192198896_.gif,1.82,,Electronics,eBook Readers & Accessories,Power Adapters,,,
Barnes &amp; Noble 9BN50146 Oliver e-Reader Cover,This cover comes in a synthetic leather exterior for a stylishly sleek cover for your Nook Simple Touch. Its interior soft suede material encloses your device for additional security. The contrasting stone shade lines that are embedded inside the cover add a stylish touch. The Barnes &amp;amp; Noble 9BN50146 Oliver e-Reader Cover for Nook Simple Touch also ensures that your Nook Simple Touch will stay in place at all times as it comes with a bar clip for an added security. The &amp;ldquo;n&amp;rdquo; logo that is embedded in the cover exudes style and allows access to your device's power switch. Get additional comfort to your eBook experience with the Barnes &amp;amp; Noble 9BN50146 Oliver e-Reader Cover for Nook Simple Touch.,http://ecx.images-amazon.com/images/I/41l2oIAwDIL._SY300_.jpg,13.99,Barnes &amp; Noble,Electronics,eBook Readers & Accessories,Covers,,,
Barnes &amp; Noble Nook Tablet Dessin Cover in Marine,Nook Color in Marine protective case from Barnes and Noble. Leather exterior.,http://ecx.images-amazon.com/images/I/41TQ8iQo%2BML._SY300_.jpg,8.95,,Electronics,eBook Readers & Accessories,Covers,,,
Nook Simple Touch Ac Adapter and USB Charging Cable,"To make sure that your NOOK is charged and ready at all times, it's a good idea to have an extra charger on hand at the office. This excellent kit will fill the bill, either as a backup or a replacement for your original charger. It's compact and rugged and has a generous 5-foot micro USB charging cable, which allows you to sync your NOOK with your computer. You can also charge it from a wall outlet with the included AC adapter, which is smartly accented with a ""nook"" logo.",http://ecx.images-amazon.com/images/I/31VmhXpJuiL._SY300_.jpg,1.82,,Electronics,eBook Readers & Accessories,Power Adapters,,,
Nylon License Plate Cover in Black,"Dimensions: 8.75"" x 6"" x .75""
    100% nylon exterior and lining
    Interior pocket with leather trim
    Suitable for NOOKcolor only
    Designed for Barnes & Noble
    Imported",http://ecx.images-amazon.com/images/I/51Fae%2Bs5tfL._SY300_.jpg,,,Electronics,eBook Readers & Accessories,Covers,,,
Barnes &amp; Noble Industriell Easel e-Reader Cover,"The Barnes &amp;amp; Noble BP01C02N3 Industriell Easel e-Reader Cover for Nook Simple Touch features its nickel-plated magnetic tab, letting you to turn its cover into a valuable kickstand for optimal viewing and reading experience to your e-Reader. Its exterior is made from Synthetic Leather that makes your device protected at all times. With this remarkable cover, unmatched protection is possible for your Nook Simple Touch.",http://ecx.images-amazon.com/images/I/41dQuCR%2BpGL._SY300_.jpg,7.99,Barnes &amp; Noble,Electronics,eBook Readers & Accessories,Covers,,,
"Xtra Mini Portable Bluetooth Speaker/Handsfree Sphere (BLACK) for smartphone, laptop, iPhone, iPod","Lets you enjoy your favorite music in high-quality sound.  Expandable BXS (Bass Xpansion system) enhances the sound effect.
Supports Bluetooth A2DP, AVRCP, Handsfree and Headset profiles.
Allows you to stream music from Bluetooth enabled devices such as cell phones, PDAs, MP3 players, PCs and laptops.  Offers a wireless connection range of 10 meters (33 feet).
Volume control, play, pause, advance control on speaker.
LED indicator.
Powered by built-in rechargeable battery or USB port.
Modular buddy jack design so able to connect  row of mini speakers to get amazing audio performance.
Color : Silver / Black",http://ecx.images-amazon.com/images/I/41vADnGa7PL._SX300_.jpg,33.95,,Electronics,Computers & Accessories,Cables & Accessories,Computer Speakers,,
100pcs CD DVD Double Sided Cover Storage Case Plastic Bag Sleeve Envelope Holder,"DOUBLE SIDED PLASTIC SLEEVES FOR DOUBLE THE VALUE COMPARED TO PAPER SLEEVES!
Unlike paper sleeves which will acidify with age, these plastic sleeves offer unlimited time protection for your discs
Ribbed plastic sleeves for non-slip protection
Fiberglass/foam inner liner for non-scratch protection of disc surfaces
Ideal for own use or distribution of software on discs
Compact size: approx. 15*13*5cm each sleeve
100pcs colorful sleeves
Note: CD not include",http://ecx.images-amazon.com/images/I/41%2BdRHjOKdL._SY300_.jpg,2.55,,Electronics,Accessories & Supplies,Audio & Video Accessories,Media Storage & Organization,Disc Storage Wallets,
Mighty Bright Deluxe Kit: Clip-on Reader's Light and Accessories (Ac/dc Adapter and Replacements Bulbs),"Deluxe Kit includes Clip-on Light, AC/DC adapter, and two replacement bulbs.",http://ecx.images-amazon.com/images/I/417PbpwLO9L._SX300_.jpg,,,Electronics,Accessories & Supplies,"Batteries, Chargers & Accessories",AC Adapters,,
Mini Super Led Book Light Purple (Book Lights),"Paperback
Publisher: Trinityxtras
Language: English
ISBN-10: 1891747134
ISBN-13: 978-1891747137
Product Dimensions: 3.5 x 2.3 x 2.2 inches
Shipping Weight: 2.4 ounces",http://ecx.images-amazon.com/images/I/31a8tDlfzjL._SY300_.jpg,128.39,,Electronics,eBook Readers & Accessories,Reading Lights,,,
2x 34cm Black 3.5mm Auxiliary Aux Audio Stereo Cable,"This is a 3.5mm 34cm (~13.4 inch) long Auxiliary  Cable for Audio/Stereo jacks. It's ideal for connecting your portable music  devices to other media systems such as PC/Laptop, Car stereo, and Multimedia  Speakers. Works great for iPods, iPhones, MP3/4, and CD players and other  devices!

Features:
Great for connecting your iPod,  Walkman, PDA, computer, Hi-Fi system, or any other portable media players
Corrosion-resistant  connectors ensure long lasting use
Amplify your favorite tunes by putting them  on your larger stereo systems
Excellent sound  reproduction and signal to noise ratio",http://ecx.images-amazon.com/images/I/51fA%2BpGwPHL._SX300_.jpg,4.85,,Electronics,Accessories & Supplies,Audio & Video Accessories,Cables & Interconnects,Audio Cables,Stereo Jack Cables
3 Led Compact Book Light (Plum),,http://ecx.images-amazon.com/images/I/210YQCDQBGL.jpg,15.29,,Electronics,eBook Readers & Accessories,Reading Lights,,,
"Mighty Bright AC Adapter, 4.0V 100mA-UK",For use only with Mighty Bright LED lights requiring 3 AAA batteries and the MiniFlex,http://ecx.images-amazon.com/images/I/31aqRvLLJEL._SX300_.jpg,23.77,Mighty Bright,Electronics,Accessories & Supplies,"Batteries, Chargers & Accessories",AC Adapters,,
Portable Fashion Black Frame Clear Lens Nerd Glasses Cool Design,"100% Brand New and High Quality. 


Clear lens glasses with black frame 


 These super light-weight glasses will give you a nerdy or smarter look instantly. 


A great gift to yourself or your friends.


Designed for thepeople who have the interest or need to decoration themselves.


Weight: 0.75oz.


Size: 


Arm length: approx. 13.5cm


Forehead frame: approx. 14cm in length


Each lens size: approx. 5.4 x 3.0cm",http://ecx.images-amazon.com/images/I/411v0j0-ICL._SY300_.jpg,4.48,,Electronics,Accessories & Supplies,Audio & Video Accessories,3D Glasses,,
Response Card RF LCD by Turning Technologies,Response clicker (not a book!).,http://ecx.images-amazon.com/images/I/51Feilx4wqL._SX300_.jpg,51.97,,Electronics,Computers & Accessories,Monitors,,,
3.5mm Male to Female Audio Stereo Extension Cable Silver Planted,"Silver 3.5mm Audio Extension cable.
100% Brand New and high quality
Perfect sound effect transmission.
3.5mm: Male.
3.5mm: Female.
Size: 102.5x0.7x0.8cm
Weight: 0.50oz",http://ecx.images-amazon.com/images/I/314b8O8dopL._SY300_.jpg,,,Electronics,Accessories & Supplies,Audio & Video Accessories,Headphone Accessories,Extension Cords,
Not Your Granny's Grannies,SOHO PUBLISHING-Not Your Granny's Grannies!. Choose from twenty different projects for all skill levels! A fun; vibrant throw to a cute skirt you will increase your skill and knowledge of crocheting the granny square. Softcover; 40 pages. Published Year: 2012. ISBN 978-1-938867-22-4. Made in USA.,http://ecx.images-amazon.com/images/I/51%2BZR47rSJL._SY300_.jpg,10.04,Soho Publishing,Electronics,Computers & Accessories,Laptop & Netbook Computer Accessories,Replacement Screens,,
58mm fader ND filter adjustable variable ND2 to ND400,"Neutral Density (ND) filters can reduce the intensity of light without appreciably changing its color.Classic ND filters have different f-stop reduction numbers and transmittance thus generated can be applied for different shooting conditions, such as portraiture, water falls, fountain etc.
Our ND Fader is a compact all-in-one variable neutral density fader filter that adjusts the amount of light reduction with just the twist of your wrist. The index marks on the filter let you know exactly the amount of reduction at a glance. Giving you clear and precise shots at whichever density you are using. It is able to adjust neutral density freely from ND2 to ND400. You only need to carry one single filter with the same capability with ND2, ND4, ND8 ND16 ND32... and ND400. It offers you the freedom the create different neutral density freely.",http://ecx.images-amazon.com/images/I/41z5YTd1WbL._SY300_.jpg,11.03,,Electronics,Camera & Photo,Accessories,Filters & Accessories,Neutral Density Filters,
Orange Sources 20Pcs/Pack CCTV BNC RG59 Male Security System Camera COMPRESSION CONNECTOR 5OC,Compression Type BNC Male Connector,http://ecx.images-amazon.com/images/I/41oMtO-ScYL._SY300_.jpg,5.08,,Electronics,Accessories & Supplies,Audio & Video Accessories,Connectors & Adapters,,
SONY LMPH200 RPLMNT LAMP FOR VPLVW50&amp;VW60,LMP-H200 Sony Projector Lamp Replacement. Projector Lamp Assembly with High Quality Original Bulb InsideLMP-H200 Lamp ReplacementOriginal Bulb Inside,http://ecx.images-amazon.com/images/I/51QzBhzN4cL._SX300_.jpg,,,Electronics,Computers & Accessories,Cables & Accessories,Video Projector Accessories,Lamps,
8GB Owl Design USB Flash Drive,"This beautiful 8G owl design flash drive is a fun and practical way to store all of your important documents at home or even at the office. It comes with a necklace so you will never have to worry about forgetting it or misplacing it. It is the perfect gift for friends,family and significant others so don't pass up our incredible offer!",http://ecx.images-amazon.com/images/I/41Ng0Xirv9L._SY300_.jpg,12.57,Panda,Electronics,Computers & Accessories,Data Storage,USB Flash Drives,,
Orange Sources 3 Megapixel 2-8-12mm Varifocal Lens IP Camera 2048&times;1536 Wide Angle POE IR 90ft,"Camera 	
Image Sensor: 	1/3"" Progressive Scan CMOS
Min. Illumination: 	0.7 lux @F1.2, AGC ON
0 lux with IR
Shutter time: 	1/25s ~ 1/100,000s
Lens: 	2.8-12mm @F1.4 Angle of view: 98~30.5
Lens Mount: 	&#x3A6;14
Day& Night: 	IR cut filter with auto switch
Digital noise reduction: 	3D DNR
Compression Standard 	
Video Compression: 	H.264 / MPEG4 / MJPEG
Bit Rate: 	32 Kbps ~ 16 Mbps
Image 	
Max. Image Resolution: 	2048x1536
Frame Rate: 	60Hz: 15fps(2048x1536), 30fps (1920  1080), 30fps (1280  720)
Image Settings: 	Saturation, brightness, contrast adjustable through client software or web browser
BLC: 	Yes, zone configurable
Network 	
Network Storage: 	NAS (iSCSI optional)
Alarm Trigger: 	Motion detection, tampering alarm, network disconnect , IP address conflict, storage exception
Protocols: 	TCP/IP, HTTP, DHCP, DNS, DDNS, RTP, RTSP, PPPoE, SMTP, NTP, SNMP, HTTPS, FTP, 
802.1x, Qos (SIP, SRTP, IPv6 optional)
Security: 	User authentication, watermark
System Compatibility: 	ONVIF, PSIA, CGI
Interface 	
Communication Interface: 	1 RJ45 10M / 100M ethernet interface
General 	
Operating Conditions: 	-30 C ~ 60 C (-22F ~ 140 F) humidity 95% or less (non-condensing)
Power Supply: 	12 VDC  10%, PoE (802.3af)
Power Consumption: 	max. 5.5W (max7.5W with IR cut filter on)
Weather Proof: 	IP66
IR Range: 	Up to 90ft
Dimensions: 	3.74"" (W) x 4.1"" (H) x (10"" (L)
Weight: 	2.65 lb(1200g)",http://ecx.images-amazon.com/images/I/31kTkbrGxpL._SY300_.jpg,350.95,Orange Sources,Electronics,Camera & Photo,Video Surveillance,Surveillance Cameras,Bullet Cameras,
ADVANCED HIGH SPEED DIGITAL 10 FT HDMI 24k GOLD SEALED CONNECTOR CABLE !,"This HDMI cable is your link to pulse-pounding HD gaming on your high definition home theater. Whether you're in the center of the action or watching a 1080p DVD on your gaming console, our cable boosts the bandwidth for ultra-accurate digital signal transfer. That means you're not just playing, you're in the game. Graphics are sharper and more detailed, colors are richer and more lifelike, and sounds are bigger and bolder. Bring the experience to life with our highest quality HDMI Cable! Comparable to the Monster Cable brand MC800hd. This cable meets their exact requirements for data and digital sound/video but does not have the fancy coloring or cable end. Performance is performance and we don't like to overcharge $100 or more for ""looks."" This cable comes sealed in the manufacturer's plastic bad, no fancy packaging to charge you more for. Also available in a 6 ft edition.",http://ecx.images-amazon.com/images/I/41TgiSgHZrL._SY300_.jpg,3.29,,Electronics,Accessories & Supplies,Audio & Video Accessories,Cables & Interconnects,Video Cables,HDMI Cables
Advanced High Speed Digital 6 feet Hdmi 24k Gold Sealed Connector Cable,"This HDMI cable is your link to pulse-pounding HD gaming on your high definition home theater. Whether you're in the center of the action or watching a 1080p DVD on your gaming console, our cable boosts the bandwidth for ultra-accurate digital signal transfer. That means you're not just playing, you're in the game. Graphics are sharper and more detailed, colors are richer and more lifelike, and sounds are bigger and bolder. Bring the experience to life with our highest quality HDMI Cable! Comparable to the Monster Cable brand MC800hd. This cable meets their exact requirements for data and digital sound/video but does not have the fancy coloring or cable end. Performance is performance and we don't like to overcharge $100 or more for ""looks."" This cable comes sealed in the manufacturer's sealed plastic bag, no fancy packaging necessary to charge you more for. Also available in a 3ft & 10ft edition.",http://ecx.images-amazon.com/images/I/41XBfIVK-NL._SY300_.jpg,2.3,Generic,Electronics,Accessories & Supplies,Audio & Video Accessories,Cables & Interconnects,Video Cables,HDMI Cables
30GB TOSHIBA ZIF 1.8&quot; 4200RPM IPOD HARD DRIVE MK3008GAL HDD1642,Toshiba HDD1642 30GB 4200 RPM 2MB Buffer ATA/IDE-100 1.8 Inch ZIF Connector Notebook Hard Drive.,http://ecx.images-amazon.com/images/I/51XRTL9Rk9L._SY300_.jpg,25.99,Toshiba,Electronics,Computers & Accessories,Data Storage,Internal Hard Drives,,
Tosiba 80gb,Toshiba MK8007GAH 80GB 4200 RPM 2MB Buffer ATA-100 1.8 Inch Notebook Drive.,http://ecx.images-amazon.com/images/I/41Fmb%2BoNRNL._SY300_.jpg,35,Toshiba,Electronics,Computers & Accessories,Data Storage,Internal Hard Drives,,
Spreed USB Conference Speaker Microphone,"The Spreed Conference Speaker Microphone is a portable conference speaker for office use at your desk and in small meeting rooms.Echo cancellation and noise reduction is integrated. No need to install any software. The Spreed Conference Speaker is the perfect choice for Skype and Spreed Online Meeting and VoIP telephony. The Spreed conference speaker comes with an one-ear headset. Separated plugs for microphone and loudspeaker allows you to connect an external microphone or headset. Just plug-in the Spreed headset to reduce the ambient noise level or to have a private conversation.Two volume control buttons (+/-) at the front allows easy volume control. Use the mute button to mute the microphone. The mute status and activity is indicated by a LED - green: microphone is active, red: microphone is muted, blinking: speakerphone active.The Spreed Conference Speaker Microphone is a standard USB audio device compatible with PCs (Windows 7/Vista/XP/2000 and Linux) and Mac OS X. Software installation is not required, just plug-in and use.This product includes:USB conference speakerUSB cableOne-ear Spreed headsetManual (English)Compatibility: the Spreed conference speaker is fully compatible with Windows, OS X and Linux. In case of audio problems, connect the conference speaker directly to your computer/laptop, not through an USB hub (when running Windows XP, connecting through an USB hub might not work properly).",http://ecx.images-amazon.com/images/I/3104HyS5EuL._SX300_.jpg,35,,Electronics,Computers & Accessories,Cables & Accessories,Headsets & Microphones,PC Microphones,
OnlineBestDigital - Premium Synthetic PU Luxury Leather Folio / Flip Case Stand Cover Protector Skin Wallet for 7 inch Android Tablet PC - White,"With a soft microfiber interior and reinforced panels to provide structure, this Case is the perfect way to carry around your Super Epad.It is constructed from high quality Eco-Friendly Synthetic leather. And it does double duty.It folds in just the right places to act as a stand that holds tablet at an ideal angle for watching videos and slideshows or for typing on the onscreen keyboard, and perfect for using as a picture frame.Soft microfiber interior Reinforced panels for structure Lightweight enough to carry anywhereCompatible With:7"" Android Tablet PC7"" EpadApadMID Tablet PC7"" Blackberry playerbook7"" E reader book",http://ecx.images-amazon.com/images/I/21tOW3n1b9L._SY300_.jpg,14.49,,Electronics,Computers & Accessories,Touch Screen Tablet Accessories,Stands,,
"OnlineBestDigital - Sink Plunger Mini Stand for Apple iPhone, iPod, iPad, iPad mini, Samsung Galaxy","Brand new mini pumping toilet silicone stand holderHigh quality rubber silicon with slingMagic stand prop up your MP3 or smart phone to conveniently watchFit for iPhones, iPods or any mobile device with a smooth hard surface100% Brand New.100% High quality.100% Satisfaction WarrantyType: Rubber suck-upColors available: White, Green, Yellow. Red, Light Blue, Purple, Black, Orange, Dark BlueCompatibleiPhone 4 4S, iPhone 3G/3GS,iPod Nano/Touch/Classic/Mini/VideoIpad 2 ,The new Ipad (Need two pcs)Samsung Galaxyany mobile device with a smooth hard surface.Heavier than iphone, you need TWO pcsSupplied:1 x Mini pumping toilet Silicone with Wood Phone Stand",http://ecx.images-amazon.com/images/I/41tlBPUw4hL._SY300_.jpg,3.29,,Electronics,Computers & Accessories,Touch Screen Tablet Accessories,Stands,,
Philips MC235B,"Product Height 9.64 inches 


Product Width 3.77 inches 


General Features 

Model MC235B 


Product Type Single disc 


Enclosure Color Black 


Remote Control Features 

Technology IR 


Miscellaneous Features 

Supported Languages English 


Inputs 1 x RCA(Aux In), 1 x Push Terminal(FM Aerial), 1 x Post Terminal(AM Antenna) 


Outputs 1 x Push Terminal(Speakers L), 1 x Push Terminal(Speaker R), 1 x Phone 1/8""(Headphone) 


Power Features 

Power Consumption Stand by / Sleep <4W 


Battery Features 

Battery Type Remote 


Chemistry Lithium 


Size Coin Cell 


Voltage 3 Volts 


Radio System Features 

# of AM/FM Tuner Presets 40 


AM/FM Radio Yes 


Channels 2 Channels 


Display Features 

Type LCD 


Display Illumination Color Blue 


Audio Features 

Speakers Included 2 Speakers 


Output Power / Total 10 watts 


Speaker(s) 2 Way, 3"" woofer, Bass Reflex Speaker System, Piezo Tweeter 


Equalizer Yes 


Equalizer Factory Preset Qty 5 Presets",http://ecx.images-amazon.com/images/I/41uUWvPRaUL._SX300_.jpg,,,Electronics,Home Audio,Compact Stereos,,,
Orange Sources 45&cent;X Light Angle Security IR LED 60IR upto 170FT IR Illuminators Water Resistance,"IR LED 60IR upto 170FT 60 pcs. IR LEDs ?5 / 12? LED Size 170FT. IR Distance 45X Light Angle Ideal for Long Range IR Illumination IP66 Rating for Water Resistance Auto Activated DC 12V, 500mA (IR LED On) LED * 60 pcs. LED Size * ?5 / 12? IR Distance * 170FT. Light Angle * 45X Infrared Wavelength * 850nm Water Resistance * IP66 Power * DC 12V (+/- 10%), 500mA (IR LED On) Size * 2.76"" 1.97"" x 2.76"" (Without Bracket) Net Weight * 0.66 lb Stroage Temperature * 22XF to 140XF Stroage Temperature * 14XF to 122XF22",http://ecx.images-amazon.com/images/I/41onvcaAaRL._SY300_.jpg,15.49,,Electronics,Camera & Photo,Video Surveillance,Surveillance Cameras,Bullet Cameras,
8G Crystal Elephant Style USB Flash Drive with Necklace(Pink),"This lovely 8G cubic stone elephant design USB flash drive is a fun and practical way of storing all of your important files and documents. It even comes with a necklace to prevent you from forgetting or misplacing it. It makes for a great gift for family,friends or even significant others so don't pass up this terrific offer!",http://ecx.images-amazon.com/images/I/419l-AQGL0L._SY300_.jpg,7.5,,Electronics,Computers & Accessories,Data Storage,USB Flash Drives,,
